probe,case,P_N0,P_N1,P_N2,P_N3,P_N4,P_G0,P_G1,P_G2
new_feedback_probe,pulse_original_loop,0.9080781143128099,0.7882702854728729,0.6118677240146606,0.0,0.4455233453056753,0.5654162833422869,0.3982879751270366,0.12576981671277743
