probe,case,P_N0,P_N1,P_N2,P_N3,P_N4,P_G0,P_G1,P_G2
new_feedback_probe,pulse_original_loop,0.9124153770300478,0.7884759064793028,0.61191648901491,0.36929824058883987,0.4456972988160275,0.5283468826889687,0.4387960200493358,0.12578301744886855
