trial,phase,candidate_id,edge_type,driver,strength,active,effective_weight,effective_exchange_weight,drivers,requires,affinity,competition_groups,requires_glial_network,mediating_glia,generated_from
14,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.06208223783872377,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
14,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.19245493730004368,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
14,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.09312335675808564,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
14,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14250397742200863,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.40715422120573896,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.09386998024077449,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.10225224840563199,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.17894143470985596,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5112612420281599,1.0,True,1.35,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
15,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.13424066706031584,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
15,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.21094961966621062,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
15,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
15,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
15,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
15,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.06392412717157897,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
15,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.19816479423189481,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
15,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.09588619075736846,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
15,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14381575328241333,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.4109021522354666,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.10168545751501608,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.10319526906767491,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.1805917208684311,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5159763453383746,1.0,True,1.35,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
15,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
16,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.1377218378994122,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
16,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.2164200309847906,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
16,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
16,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
16,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
16,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.06558182757114867,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
16,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.20330366547056086,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
16,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.098372741356723,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
16,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14486517397073706,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.41390049705924875,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.10793783933440934,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.10394968559730927,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.18191194979529118,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5197484279865463,1.0,True,1.35,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
16,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
17,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.1408548916545989,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
17,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.2213434011715126,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
17,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
17,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
17,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
17,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.0670737579307614,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
17,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.2079286495853603,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
17,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.10061063689614208,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
17,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14570471052139608,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.4162991729182745,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.11293974478992394,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.10455321882101674,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.18296813293677927,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5227660941050837,1.0,True,1.35,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
17,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
18,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.14367464003426694,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
18,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.22577443433956237,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
18,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
18,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
18,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
18,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.06841649525441283,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
18,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.2120911352886798,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
18,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.10262474288161925,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
18,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14637633976192327,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.41821811360549505,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.11694126915433563,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.10503604539998271,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.18381307944996972,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5251802269999135,1.0,True,1.35,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
18,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
19,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.14621241357596818,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
19,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.22976236419080717,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
19,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
19,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
19,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
19,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.06962495884569914,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
19,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.2158373724216673,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
19,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.1044374382685487,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
19,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14691364315434505,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.41975326615527153,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.12014248864586499,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.1054223066631555,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.18448903666052208,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5271115333157774,1.0,True,1.35,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
19,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
20,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.14849640976349932,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
20,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.2333515010569275,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
20,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
20,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
20,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
20,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.07071257607785682,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
20,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.21920898584135612,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
20,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.10606886411678522,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
20,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14734348586828244,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.4209813881950927,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.12270346423908846,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.10573131567369372,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.185029802428964,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5286565783684686,1.0,True,1.35,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
20,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
21,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
21,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.15055200633227733,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
21,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.2365817242364358,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
21,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
