trial,phase,candidate_id,edge_type,driver,strength,active,effective_weight,effective_exchange_weight,drivers,requires,affinity,competition_groups,requires_glial_network,mediating_glia,generated_from
7,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.06298992313486829,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
7,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.13470516882091976,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
7,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.11779272199868926,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
7,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.3365506342819693,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
7,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
7,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.08450167868165437,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
7,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.14787793769289515,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
7,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.42250839340827184,0.19670007326485534,False,0.0,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
7,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.713895294545615,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
8,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.09627109060870426,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
8,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.1512831423851067,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
8,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
8,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
8,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
8,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.1338553677273028,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.14872818636366977,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,0.7436409318183489,0.6359632199632614,True,2.5438528798530458,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.2082194609091377,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.04584337648033537,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
8,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.14211446708903963,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
8,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.06876506472050305,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
8,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.14872818636366977,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.12404480716271742,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.35441373475062116,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.005488178353078184,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.08898799341376343,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.15572898847408598,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.4449399670688171,0.3074750620383157,False,0.0,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
8,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.7773008481445424,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
9,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.10354827424585329,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
9,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.1627187166720552,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
9,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
9,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
9,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
9,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.14574390902710171,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.1619376766967797,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,0.8096883834838984,0.9015885652328309,True,3.6063542609313237,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.22671274737549157,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.049308702021834905,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
9,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.1528569762676882,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
9,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.07396305303275236,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
9,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.1619376766967797,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.12904715187653615,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.3687061482186747,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.01771595359976618,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.09257942340774872,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.16201399096356026,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.4628971170387436,0.42437180648334194,True,0.5729019387525116,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
9,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.8343681154535625,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
10,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.11009844161503572,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
10,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.17301183682362758,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
10,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
10,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
10,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
10,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.15644402164754298,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.1738266907194922,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,0.869133453597461,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.2433573670072891,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.052427829340493205,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
10,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.16252627095552893,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
10,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.0786417440107398,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
10,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.1738266907194922,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.13304996780307646,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.380142765151647,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.03754359129165065,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.09545586902489292,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.1670477707935626,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.47727934512446457,0.5461715832303184,True,0.73733163736093,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
10,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.8857294412673623,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
11,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.11599383499866009,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
11,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.18227602642646587,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
11,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
11,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
11,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
11,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.1660742702376304,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.18452696693070048,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,0.9226348346535024,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.2583377537029807,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.05523515952317148,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
11,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.17122899452183157,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
11,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.08285273928475721,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
11,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.18452696693070048,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.13625254558726757,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.3892929873921931,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.05662434635571699,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.09775816556308366,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.1710767897353964,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.48879082781541827,0.6718957290764838,True,0.9070592342532532,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
11,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.931954634499782,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
12,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.12129968904392201,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
12,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.19061379706902032,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
12,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
12,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
12,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
12,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.17474149396870914,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.19415721552078793,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,0.9707860776039396,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.27182010172910315,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.05776175668758191,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
12,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.17906144573150393,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
12,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.08664263503137286,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
12,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.19415721552078793,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.13881460781462046,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.3966131651846299,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.07188895040697006,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.09960000279363625,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.1743000048888634,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.4980000139681812,0.800759370202,True,1.0810251497727001,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
12,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
13,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.12607495768465773,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
13,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.19811779064731933,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
13,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
13,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
13,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
13,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_GN_G1_N2,glia_to_neuron,0.2,0.0,False,0.0,0.0,G1,,0.2,GN_IN:N2;GN_OUT:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_GN_G1_N3,glia_to_neuron,1.0,1.0,True,4.0,0.0,G1,,1.0,GN_IN:N3;GN_OUT:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_GN_G1_N6,glia_to_neuron,0.28,0.0,False,0.0,0.0,G1,,0.28,GN_IN:N6;GN_OUT:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_GN_G2_N1,glia_to_neuron,0.060035694135551314,0.0,False,0.0,0.0,G2,,0.2,GN_IN:N1;GN_OUT:G2,True,2.0,local_domain:G2
13,repeated_additive_loop,AUTO_GN_G2_N3,glia_to_neuron,0.18611065182020906,0.0,False,0.0,0.0,G2,,0.62,GN_IN:N3;GN_OUT:G2,True,2.0,local_domain:G2
13,repeated_additive_loop,AUTO_GN_G2_N6,glia_to_neuron,0.09005354120332697,0.0,False,0.0,0.0,G2,,0.3,GN_IN:N6;GN_OUT:G2,True,2.0,local_domain:G2
13,repeated_additive_loop,AUTO_TRI_N0_G1_N6,tripartite,0.2,0.0,False,0.0,0.0,N0;G1,,0.2,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_TRI_N2_G1_N3,tripartite,0.14086425759650278,0.0,False,0.0,0.0,N2;G1,,0.20299999999999999,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_TRI_N2_G1_N6,tripartite,0.4024693074185794,0.0,False,0.0,0.0,N2;G1,,0.58,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_TRI_N3_G1_N6,tripartite,0.08410063364797252,0.0,False,0.0,0.0,N3;G1,,0.3,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_TRI_N4_G1_N2,tripartite,0.10107347257807833,0.0,False,0.0,0.0,N4;G1,,0.2,TRI_T:N2;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_TRI_N4_G1_N3,tripartite,0.17687857701163706,0.0,False,0.0,0.0,N4;G1,,0.35,TRI_T:N3;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_TRI_N4_G1_N6,tripartite,0.5053673628903916,0.9321346075509972,True,1.2583817201938463,0.0,N4;G1,,1.0,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
13,repeated_additive_loop,AUTO_TRI_N5_G1_N6,tripartite,0.0,0.0,False,0.0,0.0,N5;G1,,0.35,TRI_T:N6;TRI_G:G1,True,1.0,local_domain:G1
14,repeated_additive_loop,AUTO_GG_G0_G1,glia_glia,0.96,1.0,True,0.8,1.2,G0;G1,,0.96,GG:G0;GG:G1,False,,local_domains:G0
14,repeated_additive_loop,AUTO_GG_G0_G2,glia_glia,0.1303726994613199,0.0,False,0.0,0.0,G0;G2,,0.42,GG:G0;GG:G2,False,,local_domains:G0
14,repeated_additive_loop,AUTO_GG_G1_G2,glia_glia,0.20487138486778844,0.0,False,0.0,0.0,G1;G2,,0.66,GG:G1;GG:G2,False,,local_domains:G1
14,repeated_additive_loop,AUTO_GN_G0_N0,glia_to_neuron,0.35,0.0,False,0.0,0.0,G0,,0.35,GN_IN:N0;GN_OUT:G0,True,0.0,local_domain:G0
14,repeated_additive_loop,AUTO_GN_G0_N1,glia_to_neuron,0.25,0.0,False,0.0,0.0,G0,,0.25,GN_IN:N1;GN_OUT:G0,True,0.0,local_domain:G0
14,repeated_additive_loop,AUTO_GN_G0_N3,glia_to_neuron,0.55,0.0,False,0.0,0.0,G0,,0.55,GN_IN:N3;GN_OUT:G0,True,0.0,local_domain:G0
14,repeated_additive_loop,AUTO_GN_G1_N0,glia_to_neuron,0.18,0.0,False,0.0,0.0,G1,,0.18,GN_IN:N0;GN_OUT:G1,True,1.0,local_domain:G1
