agent,trial,stage,candidate_id,edge_type,strength,active,driver,seed
full_biological,33,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,34,Ext2,AUTO_GG_G0_G1,glia_glia,0.9977893298035413,True,0.0006730643189137003,20260817
full_biological,34,Ext2,AUTO_GG_G1_G3,glia_glia,0.9980656635780986,True,0.0006730643189137003,20260817
full_biological,34,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,34,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.9983419973526559,True,0.0006730643189137003,20260817
full_biological,34,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,34,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,35,Ext2,AUTO_GG_G0_G1,glia_glia,0.9974324059199517,True,0.0005384514551309603,20260817
full_biological,35,Ext2,AUTO_GG_G1_G3,glia_glia,0.9977533551799578,True,0.0005384514551309603,20260817
full_biological,35,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,35,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.9980743044399638,True,0.0005384514551309603,20260817
full_biological,35,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,35,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,36,Ext2,AUTO_GG_G0_G1,glia_glia,0.9970668668130801,True,0.00043076116410476823,20260817
full_biological,36,Ext2,AUTO_GG_G1_G3,glia_glia,0.9974335084614451,True,0.00043076116410476823,20260817
full_biological,36,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,36,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.99780015010981,True,0.00043076116410476823,20260817
full_biological,36,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,36,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,37,Ext2,AUTO_GG_G0_G1,glia_glia,0.9966944355275829,True,0.0003446089312838146,20260817
full_biological,37,Ext2,AUTO_GG_G1_G3,glia_glia,0.9971076310866349,True,0.0003446089312838146,20260817
full_biological,37,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,37,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.9975208266456871,True,0.0003446089312838146,20260817
full_biological,37,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,37,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,38,Ext2,AUTO_GG_G0_G1,glia_glia,0.996316490499185,True,0.00027568714502705167,20260817
full_biological,38,Ext2,AUTO_GG_G1_G3,glia_glia,0.9967769291867868,True,0.00027568714502705167,20260817
full_biological,38,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,38,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.9972373678743887,True,0.00027568714502705167,20260817
full_biological,38,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,38,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,39,Ext2,AUTO_GG_G0_G1,glia_glia,0.9959341344764667,True,0.00022054971602164134,20260817
full_biological,39,Ext2,AUTO_GG_G1_G3,glia_glia,0.9964423676669083,True,0.00022054971602164134,20260817
full_biological,39,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,39,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.99695060085735,True,0.00022054971602164134,20260817
full_biological,39,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
